order_id,order_date,order_time,customer_id,customer_segment,loyalty_years,region,state,product_category,product_subcategory,sku,metal_type,stone_type,unit_price,quantity,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,shipping_fee,gift_wrap_fee,engraving_fee,insurance_fee,order_total,is_gift,has_engraving,has_insurance,marketing_channel,sales_channel,payment_method,order_status,nps_score
ORD-20250728-010172,2025-07-28,09:48:57,CMS-3813C29B,Occasional,3.0,Midwest,WI,Earrings,Drop,EAR-DRO-89832,Platinum,Diamond,2226.56,1,2226.56,0.0,0.0,0.07,155.86,0,25,75,0.0,2482.42,True,True,False,Paid Search,Website,Credit Card,Delivered,8.0
ORD-20251114-010173,2025-11-14,11:28:50,CMS-2A8B5087,Premium,2.6,Northeast,NY,Gifts & Accessories,Gift Card,GIF-GIF-22925,N/A,N/A,1308.58,1,1308.58,0.05,65.43,0.08,104.69,0,0,0,0.0,1347.84,False,False,False,Paid Search,Private Appointment,Credit Card,Delivered,7.0
ORD-20250401-010174,2025-04-01,11:42:36,CMS-0E22F156,Regular,3.0,Southwest,NM,Earrings,Chandelier,EAR-CHA-95669,18K White Gold,Emerald,4411.87,1,4411.87,0.0,0.0,0.0625,275.74,0,0,0,0.0,4687.61,False,False,False,Referral,Boutique Stores,PayPal,Returned,5.0
ORD-20250731-010175,2025-07-31,12:44:38,CMS-70B330C8,Regular,1.4,West,WA,Bracelets,Chain,BRA-CHA-71711,14K Gold,Sapphire,5236.57,1,5236.57,0.0,0.0,0.075,392.74,0,0,0,104.73,5734.04,False,False,True,Direct,Website,Financing,Delivered,10.0
ORD-20250620-010176,2025-06-20,16:00:57,CMS-8439F5DE,VIP Elite,10.2,West,CA,Mens Jewelry,Rings,MEN-RIN-48456,18K White Gold,Diamond,7319.25,1,7319.25,0.0,0.0,0.075,548.94,0,0,0,146.38,8014.57,True,False,True,Organic Search,Flagship Store,Credit Card,Delivered,10.0
ORD-20250508-010177,2025-05-08,10:49:12,CMS-CA2195B1,New,0.6,Northeast,NJ,Engagement Rings,Solitaire,ENG-SOL-83785,Platinum,Diamond,14091.31,2,28182.63,0.0,0.0,0.08,2254.61,0,0,0,563.65,31000.89,False,False,True,Paid Search,Boutique Stores,Credit Card,Delivered,10.0
ORD-20250517-010178,2025-05-17,16:55:54,CMS-64590D15,VIP Elite,9.9,Midwest,WI,Bracelets,Chain,BRA-CHA-69150,Platinum,Diamond,17291.67,1,17291.67,0.0,0.0,0.07,1210.42,0,0,0,0.0,18502.09,False,False,False,Direct,Phone/Concierge,Apple Pay,Delivered,9.0
ORD-20251226-010179,2025-12-26,19:32:48,CMS-A9E59B70,VIP Elite,14.8,Midwest,MI,Engagement Rings,Pavé,ENG-PAV-52332,Platinum,Diamond,24091.47,1,24091.47,0.0,0.0,0.07,1686.4,0,0,0,481.83,26259.7,False,False,True,Social Media,Website,PayPal,Delivered,7.0
ORD-20250424-010180,2025-04-24,20:54:14,CMS-9A5208F9,Occasional,1.6,Northeast,CT,Gifts & Accessories,Care Kit,GIF-CAR-78715,N/A,N/A,3577.0,1,3577.0,0.1,357.7,0.08,286.16,0,25,0,0.0,3530.46,True,False,False,Organic Search,Website,Apple Pay,Shipped,
ORD-20250824-010181,2025-08-24,12:38:50,CMS-AD807203,Premium,3.4,West,AZ,Bracelets,Cuff,BRA-CUF-54375,Platinum,Sapphire,8313.15,1,8313.15,0.0,0.0,0.075,623.49,0,0,0,166.26,9102.9,False,False,True,Paid Search,Phone/Concierge,Apple Pay,Delivered,9.0
ORD-20250629-010182,2025-06-29,14:27:59,CMS-E4F37B9E,Regular,4.2,Northeast,PA,Bracelets,Bangle,BRA-BAN-76836,Platinum,Ruby,2970.54,1,2970.54,0.0,0.0,0.08,237.64,0,0,0,0.0,3208.18,False,False,False,Direct,Website,Credit Card,Delivered,8.0
ORD-20250427-010183,2025-04-27,18:08:30,CMS-B38028F7,New,0.1,West,CA,Mens Jewelry,Bracelets,MEN-BRA-54399,14K Gold,None,1442.45,1,1442.45,0.0,0.0,0.075,108.18,0,0,0,0.0,1550.63,False,False,False,Organic Search,Website,Credit Card,Delivered,10.0
ORD-20251204-010184,2025-12-04,16:38:00,CMS-9F7525E8,Premium,2.2,Southeast,TN,Bracelets,Bangle,BRA-BAN-34753,Platinum,Ruby,7738.75,1,7738.75,0.0,0.0,0.065,503.02,0,25,0,0.0,8266.77,True,False,False,Affiliate,Website,Apple Pay,Delivered,9.0
ORD-20250618-010185,2025-06-18,21:51:21,CMS-9F4E6191,Regular,4.7,West,NV,Wedding Bands,Diamond,WED-DIA-60127,Platinum,None,3004.8,1,3004.8,0.0,0.0,0.075,225.36,0,0,0,0.0,3230.16,False,False,False,Email,Website,Credit Card,Delivered,8.0
ORD-20250523-010186,2025-05-23,13:39:44,CMS-7C9FF93B,Regular,4.6,West,NV,Mens Jewelry,Cufflinks,MEN-CUF-42338,18K Yellow Gold,Onyx,3772.66,1,3772.66,0.0,0.0,0.075,282.95,0,0,0,0.0,4055.61,False,False,False,Social Media,Website,Credit Card,Delivered,6.0
ORD-20250629-010187,2025-06-29,22:51:55,CMS-73D7165F,Premium,5.8,Midwest,MN,Necklaces,Layering,NEC-LAY-40632,18K White Gold,Ruby,8513.95,1,8513.95,0.0,0.0,0.07,595.98,0,0,0,0.0,9109.93,False,False,False,Organic Search,Website,Apple Pay,Delivered,10.0
ORD-20251002-010188,2025-10-02,10:22:11,CMS-FF9E596D,Occasional,1.4,Southeast,GA,Bracelets,Cuff,BRA-CUF-11692,Platinum,None,3957.24,1,3957.24,0.0,0.0,0.065,257.22,0,0,0,0.0,4214.46,False,False,False,Paid Search,Private Appointment,Financing,Delivered,10.0
ORD-20250301-010189,2025-03-01,22:48:01,CMS-CD255BF1,Regular,4.8,Northeast,CT,Engagement Rings,Vintage,ENG-VIN-16954,18K Rose Gold,Moissanite,9822.28,1,9822.28,0.0,0.0,0.08,785.78,0,0,0,196.45,10804.51,False,False,True,Paid Search,Boutique Stores,Credit Card,Shipped,
ORD-20250514-010190,2025-05-14,12:06:39,CMS-4A551692,VIP Elite,10.7,Southeast,GA,Engagement Rings,Vintage,ENG-VIN-85876,18K Rose Gold,Moissanite,12894.0,1,12894.0,0.0,0.0,0.065,838.11,0,0,0,257.88,13989.99,False,False,True,Direct,Flagship Store,Credit Card,Delivered,5.0
ORD-20250516-010191,2025-05-16,18:46:35,CMS-32B8923D,New,0.7,West,AZ,Earrings,Drop,EAR-DRO-61180,14K Gold,None,2777.29,3,8331.86,0.0,0.0,0.075,624.89,0,0,0,166.64,9123.39,False,False,True,Organic Search,Website,Wire Transfer,Delivered,9.0
ORD-20251102-010192,2025-11-02,15:45:42,CMS-B3E8CBFB,Regular,3.8,Southeast,GA,Earrings,Hoops,EAR-HOO-72110,18K White Gold,Emerald,5708.32,1,5708.32,0.0,0.0,0.065,371.04,0,0,75,114.17,6268.53,False,True,True,Paid Search,Website,Credit Card,Delivered,9.0
ORD-20250610-010193,2025-06-10,18:50:04,CMS-C4FFE703,Premium,2.6,West,CA,Necklaces,Statement,NEC-STA-19034,Sterling Silver,Pearl,7479.26,1,7479.26,0.0,0.0,0.075,560.94,0,0,0,0.0,8040.2,False,False,False,Email,Website,PayPal,Delivered,10.0
ORD-20250919-010194,2025-09-19,17:05:23,CMS-47FD0967,New,0.9,Southeast,FL,Earrings,Studs,EAR-STU-58829,18K Yellow Gold,Pearl,1862.39,1,1862.39,0.0,0.0,0.065,121.06,0,0,0,0.0,1983.45,False,False,False,Organic Search,Website,Financing,Returned,5.0
ORD-20251023-010195,2025-10-23,09:01:15,CMS-3B199F42,Occasional,1.8,West,CA,Bracelets,Charm,BRA-CHA-53567,Platinum,Ruby,4475.21,3,13425.62,0.0,0.0,0.075,1006.92,0,0,75,268.51,14776.05,True,True,True,Social Media,Website,Credit Card,Delivered,8.0
ORD-20250101-010196,2025-01-01,13:15:19,CMS-67922CA2,VIP Elite,8.9,West,WA,Necklaces,Chain,NEC-CHA-71322,Sterling Silver,Pearl,11203.21,1,11203.21,0.0,0.0,0.075,840.24,0,0,75,224.06,12342.51,False,True,True,Referral,Website,Financing,Delivered,10.0
ORD-20251003-010197,2025-10-03,16:25:13,CMS-9B3C2148,Regular,4.3,Northeast,PA,Gifts & Accessories,Travel Case,GIF-TRA-28346,N/A,N/A,655.66,2,1311.31,0.05,65.57,0.08,104.9,0,0,0,0.0,1350.64,False,False,False,Email,Phone/Concierge,Wire Transfer,Delivered,9.0
ORD-20251218-010198,2025-12-18,16:06:35,CMS-B8B7ED68,Occasional,0.9,Southeast,VA,Earrings,Huggie,EAR-HUG-66058,18K Yellow Gold,Diamond,3615.48,1,3615.48,0.0,0.0,0.065,235.01,0,25,0,0.0,3875.49,True,False,False,Paid Search,Website,Apple Pay,Delivered,9.0
ORD-20251210-010199,2025-12-10,14:57:43,CMS-580CD943,New,0.5,West,AZ,Necklaces,Choker,NEC-CHO-89524,Sterling Silver,Sapphire,4842.91,1,4842.91,0.1,484.29,0.075,363.22,0,0,0,0.0,4721.84,False,False,False,Referral,Boutique Stores,Credit Card,Processing,
ORD-20250809-010200,2025-08-09,12:29:20,CMS-08927E21,New,0.3,West,WA,Mens Jewelry,Cufflinks,MEN-CUF-21575,18K Yellow Gold,Diamond,1391.39,1,1391.39,0.0,0.0,0.075,104.35,0,0,75,0.0,1570.74,False,True,False,Email,Website,Apple Pay,Delivered,6.0
